latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.351492,86.65327,4.0,19800,Asia/Kolkata,GMT+5:30

time,wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),precipitation_sum (mm),surface_pressure_mean (hPa)
2011-08-04,19.8,39.2,0.90,999.3
2011-08-05,18.1,34.6,12.30,998.9
2011-08-06,18.6,39.6,12.80,997.9
2011-08-07,16.8,38.9,18.70,997.6
2011-08-08,20.6,40.3,7.40,998.7
2011-08-09,25.6,48.6,7.50,1000.7
2011-08-10,21.1,41.4,3.50,1001.4
2011-08-11,24.3,35.3,36.80,999.8
2011-08-12,24.2,46.8,23.70,996.8
2011-08-13,24.8,49.7,9.80,998.5
2011-08-14,20.7,41.4,3.30,1004.3
2011-08-15,17.6,38.9,4.70,1005.6
2011-08-16,17.4,35.6,6.90,1004.5
2011-08-17,14.6,30.6,11.20,1003.7
2011-08-18,13.0,28.1,22.40,1003.4
2011-08-19,15.9,29.9,19.40,1003.8
2011-08-20,13.8,30.6,3.60,1004.9
2011-08-21,13.5,28.4,1.30,1004.9
2011-08-22,18.9,40.0,11.70,1005.2
2011-08-23,18.6,39.6,14.30,1004.6
2011-08-24,15.8,33.1,11.80,1002.9
2011-08-25,18.2,35.6,15.00,1002.5
2011-08-26,11.9,29.9,17.10,1001.6
2011-08-27,15.4,31.3,4.70,999.8
2011-08-28,15.6,33.5,5.00,999.0
2011-08-29,16.5,36.4,7.50,1000.1
2011-08-30,19.5,43.6,9.70,1000.6
2011-08-31,20.1,42.1,15.70,1000.6
2011-09-01,31.8,60.1,56.40,1000.4
2011-09-02,25.0,49.3,10.10,1000.8
2011-09-03,16.1,29.2,26.90,1001.7
2011-09-04,16.2,29.9,29.80,1001.8
2011-09-05,20.9,36.0,43.50,1000.6
2011-09-06,23.1,43.9,48.60,999.7
2011-09-07,26.5,50.8,1.80,999.2
2011-09-08,18.7,40.7,10.40,999.3
2011-09-09,16.8,40.7,10.00,1001.5
2011-09-10,11.4,26.3,0.10,1003.4
2011-09-11,10.6,26.6,5.70,1002.7
2011-09-12,10.7,25.6,0.20,1002.3
2011-09-13,11.5,29.5,3.80,1001.9
2011-09-14,10.9,21.2,16.60,1001.4
2011-09-15,19.1,27.7,24.40,1001.7
2011-09-16,20.9,38.9,7.50,1002.6
2011-09-17,19.3,34.6,3.60,1001.5
2011-09-18,15.9,33.8,23.20,1002.1
2011-09-19,12.8,25.9,20.80,1003.4
2011-09-20,12.6,29.9,13.70,1002.9
2011-09-21,21.0,30.6,47.40,1000.0
2011-09-22,26.3,51.1,69.20,998.7
2011-09-23,21.7,50.0,0.20,1000.4
2011-09-24,21.4,41.0,0.00,1003.0
2011-09-25,17.1,34.6,0.80,1004.9
2011-09-26,16.3,29.5,0.60,1005.5
2011-09-27,7.1,22.7,0.80,1004.9
2011-09-28,7.6,20.2,0.00,1004.6
2011-09-29,9.2,24.5,0.00,1004.7
2011-09-30,9.2,26.3,0.60,1004.9
2011-10-01,9.7,23.4,0.00,1004.8
2011-10-02,9.6,23.4,0.00,1004.9
2011-10-03,8.1,19.4,0.00,1005.2
2011-10-04,8.0,25.6,0.40,1005.9
2011-10-05,8.0,20.2,0.90,1008.0
2011-10-06,8.8,27.4,5.90,1009.3
2011-10-07,11.1,25.9,8.90,1009.0
2011-10-08,10.5,26.6,9.50,1009.0
2011-10-09,10.9,27.0,9.40,1009.4
2011-10-10,10.1,24.8,0.80,1010.2
2011-10-11,8.7,22.3,0.00,1010.5
2011-10-12,9.0,20.5,0.00,1009.5
2011-10-13,7.0,19.8,3.30,1008.1
2011-10-14,8.0,23.0,2.80,1007.4
2011-10-15,7.4,17.6,1.60,1006.9
2011-10-16,7.6,20.2,0.00,1007.3
2011-10-17,14.0,30.2,1.30,1007.8
2011-10-18,16.1,34.2,8.20,1007.2
2011-10-19,17.7,38.9,0.60,1005.8
2011-10-20,11.1,27.4,5.90,1007.7
2011-10-21,9.3,22.0,10.30,1008.8
2011-10-22,7.2,20.2,7.20,1009.4
2011-10-23,10.0,22.3,0.10,1010.3
2011-10-24,13.1,31.0,0.00,1010.7
2011-10-25,10.2,27.4,0.00,1010.4
2011-10-26,9.7,22.3,0.00,1011.1
2011-10-27,8.4,19.8,0.00,1011.5
2011-10-28,13.5,28.8,0.00,1011.8
2011-10-29,14.4,32.0,0.00,1011.3
2011-10-30,9.4,23.4,0.00,1010.5
2011-10-31,8.6,19.8,0.00,1011.1
2011-11-01,9.2,17.6,0.00,1011.5
2011-11-02,8.7,18.4,0.00,1011.0
2011-11-03,8.7,17.3,0.00,1011.0
2011-11-04,8.6,13.7,0.00,1011.7
2011-11-05,8.5,13.7,0.00,1011.8
2011-11-06,9.0,15.8,0.00,1011.2
2011-11-07,8.8,20.5,0.00,1010.9
2011-11-08,12.8,25.2,0.00,1011.2
2011-11-09,10.8,25.6,0.00,1011.2
2011-11-10,8.5,18.0,0.00,1011.2
2011-11-11,7.6,16.6,0.00,1011.3
2011-11-12,8.1,19.4,0.00,1011.5
2011-11-13,8.5,23.0,0.00,1012.4
2011-11-14,7.8,23.0,0.00,1013.1
2011-11-15,8.7,18.0,0.00,1013.5
2011-11-16,8.5,18.7,0.00,1012.8
2011-11-17,8.4,17.3,0.00,1012.7
2011-11-18,8.7,18.7,0.00,1012.1
2011-11-19,8.4,16.9,0.00,1012.3
2011-11-20,9.0,21.6,0.00,1013.7
2011-11-21,10.5,25.2,0.00,1014.6
2011-11-22,11.7,26.3,0.00,1013.9
2011-11-23,14.7,33.1,0.00,1013.7
2011-11-24,11.9,29.5,0.00,1014.0
2011-11-25,13.9,29.5,0.00,1013.0
2011-11-26,13.5,30.6,0.00,1012.5
2011-11-27,9.4,25.2,0.00,1012.3
2011-11-28,11.2,19.1,0.00,1010.9
2011-11-29,9.1,23.0,0.00,1010.5
2011-11-30,7.9,21.2,1.00,1010.7
2011-12-01,10.7,24.8,1.90,1011.5
2011-12-02,8.7,20.2,0.20,1010.4
2011-12-03,8.7,16.6,0.00,1008.8
2011-12-04,8.7,20.2,0.00,1009.9
2011-12-05,8.7,18.7,0.00,1011.2
2011-12-06,7.9,21.2,0.00,1011.8
2011-12-07,10.9,27.4,0.00,1012.7
2011-12-08,13.0,31.0,0.00,1012.8
2011-12-09,9.0,23.4,0.00,1012.8
2011-12-10,11.1,22.0,0.00,1011.9
2011-12-11,9.9,23.8,0.00,1012.5
2011-12-12,9.2,22.0,0.00,1013.9
2011-12-13,10.3,24.8,0.00,1014.3
2011-12-14,14.3,25.6,0.00,1014.9
2011-12-15,11.1,25.9,0.00,1014.9
2011-12-16,10.1,23.4,0.00,1015.1
2011-12-17,11.5,27.7,0.00,1015.1
2011-12-18,13.9,32.0,0.00,1015.8
2011-12-19,12.1,28.8,0.00,1015.0
2011-12-20,15.0,33.5,0.00,1014.3
2011-12-21,16.5,34.6,0.00,1014.5
2011-12-22,14.3,34.9,0.00,1014.3
2011-12-23,16.6,35.6,0.00,1012.9
2011-12-24,17.3,36.0,0.00,1012.4
2011-12-25,17.5,38.5,0.00,1012.7
2011-12-26,18.2,37.1,0.00,1012.9
2011-12-27,18.1,39.6,0.00,1012.8
2011-12-28,23.1,43.6,2.00,1013.6
2011-12-29,18.1,38.2,0.20,1014.5
2011-12-30,15.7,33.5,0.00,1015.0
2011-12-31,15.0,31.3,0.40,1015.7
2012-01-01,11.1,26.3,0.00,1013.9
2012-01-02,12.1,24.1,0.40,1013.6
2012-01-03,12.4,26.6,0.00,1012.6
2012-01-04,9.2,31.0,1.50,1013.1
2012-01-05,11.5,26.6,1.90,1014.0
2012-01-06,13.5,30.2,0.90,1014.7
2012-01-07,13.4,31.7,2.80,1016.3
2012-01-08,15.7,30.2,0.50,1015.9
2012-01-09,10.8,28.1,1.70,1014.6
2012-01-10,15.3,31.0,7.10,1015.2
2012-01-11,19.5,39.2,0.00,1016.4
2012-01-12,14.3,32.8,0.00,1015.9
2012-01-13,13.1,30.6,0.00,1016.3
2012-01-14,12.9,31.0,0.00,1015.2
2012-01-15,9.4,18.0,0.00,1013.5
2012-01-16,9.2,20.2,0.00,1011.0
2012-01-17,13.8,29.2,0.00,1009.3
2012-01-18,14.8,31.0,0.00,1009.0
2012-01-19,17.7,37.4,0.00,1009.9
2012-01-20,15.1,30.2,0.00,1010.7
2012-01-21,16.4,37.1,0.00,1012.3
2012-01-22,14.8,31.3,0.00,1014.7
2012-01-23,10.6,21.6,0.00,1014.5
2012-01-24,13.0,25.9,0.00,1013.6
2012-01-25,14.8,30.2,0.00,1013.3
2012-01-26,10.7,25.2,0.00,1013.1
2012-01-27,14.0,30.2,0.00,1013.5
2012-01-28,14.8,30.6,0.00,1013.3
2012-01-29,15.2,31.7,0.00,1013.6
2012-01-30,17.1,32.0,0.00,1014.9
2012-01-31,17.4,36.0,0.00,1015.7
2012-02-01,15.2,32.8,0.00,1015.4
2012-02-02,16.8,40.7,0.00,1016.5
2012-02-03,10.9,26.6,0.00,1015.8
2012-02-04,12.7,26.3,0.00,1014.5
2012-02-05,10.8,24.1,0.00,1014.1
2012-02-06,12.7,26.6,0.00,1012.8
2012-02-07,14.1,28.8,0.00,1012.2
2012-02-08,17.3,36.4,0.00,1010.6
2012-02-09,16.1,36.4,0.00,1011.0
2012-02-10,17.4,37.4,0.00,1012.9
2012-02-11,18.0,37.4,0.00,1013.5
2012-02-12,15.5,34.2,0.00,1013.9
2012-02-13,17.1,35.6,0.00,1013.9
2012-02-14,14.6,32.0,0.00,1012.8
2012-02-15,16.8,33.8,0.00,1011.1
2012-02-16,15.9,34.6,0.00,1011.0
2012-02-17,16.6,34.2,0.00,1011.8
2012-02-18,15.0,30.2,0.00,1012.4
2012-02-19,13.7,31.0,0.00,1011.6
2012-02-20,13.8,28.8,0.00,1010.4
2012-02-21,13.4,26.6,0.00,1009.2
2012-02-22,16.3,34.2,0.00,1008.6
2012-02-23,12.6,22.3,0.00,1008.5
2012-02-24,13.1,25.6,0.00,1008.4
2012-02-25,15.2,30.2,0.00,1007.9
2012-02-26,17.9,36.0,0.00,1006.7
2012-02-27,15.3,33.1,0.00,1007.3
2012-02-28,22.0,43.9,0.00,1004.8
2012-02-29,21.2,43.6,0.00,1004.3
2012-03-01,21.2,41.8,0.60,1006.6
2012-03-02,25.6,50.0,0.50,1005.3
2012-03-03,16.8,31.0,0.60,1004.9
2012-03-04,16.4,34.2,0.00,1007.8
2012-03-05,20.2,37.8,0.00,1007.6
2012-03-06,22.2,43.9,0.00,1006.0
2012-03-07,24.3,49.7,0.00,1003.8
2012-03-08,18.7,39.6,0.00,1004.6
2012-03-09,20.5,41.4,0.00,1005.3
2012-03-10,14.9,32.0,0.00,1007.7
2012-03-11,16.5,35.3,0.00,1010.4
2012-03-12,15.6,34.9,0.00,1012.6
2012-03-13,13.6,25.9,0.00,1012.0
2012-03-14,14.1,32.0,0.30,1011.3
2012-03-15,16.4,36.4,0.00,1011.7
2012-03-16,19.5,39.6,0.40,1010.9
2012-03-17,22.8,45.0,0.00,1009.1
2012-03-18,23.1,44.3,0.00,1008.4
2012-03-19,20.6,41.0,0.00,1008.2
2012-03-20,18.4,34.9,0.00,1008.6
2012-03-21,19.6,39.6,0.00,1008.0
2012-03-22,21.5,42.8,0.00,1007.8
2012-03-23,16.8,33.1,0.00,1009.5
2012-03-24,20.3,41.8,0.00,1010.3
2012-03-25,19.8,40.3,0.00,1010.3
2012-03-26,20.0,41.4,0.00,1010.7
2012-03-27,20.1,42.1,0.00,1011.1
2012-03-28,19.3,38.9,0.00,1011.7
2012-03-29,20.6,42.8,0.00,1009.8
2012-03-30,19.7,41.4,0.00,1008.7
2012-03-31,14.5,29.2,3.80,1010.1
2012-04-01,11.3,32.4,0.40,1010.8
2012-04-02,15.5,32.4,0.00,1010.9
2012-04-03,19.2,41.4,0.00,1011.3
2012-04-04,21.6,45.7,0.00,1009.8
2012-04-05,20.3,41.0,0.00,1008.5
2012-04-06,19.7,43.6,0.10,1007.5
2012-04-07,19.9,44.3,0.00,1007.5
2012-04-08,26.3,53.3,0.00,1006.8
2012-04-09,29.4,58.3,0.00,1006.5
2012-04-10,27.1,52.9,0.00,1007.3
2012-04-11,27.0,55.1,0.00,1007.6
2012-04-12,22.9,47.2,0.00,1005.2
2012-04-13,22.4,44.6,0.00,1006.4
2012-04-14,18.8,38.5,0.00,1008.5
2012-04-15,20.0,41.8,0.00,1007.6
2012-04-16,20.0,42.5,0.00,1005.9
2012-04-17,18.3,41.8,1.60,1004.6
2012-04-18,23.1,47.5,0.00,1004.0
2012-04-19,22.4,45.0,0.00,1004.7
2012-04-20,22.6,46.1,0.00,1005.9
2012-04-21,19.9,39.6,0.00,1005.2
2012-04-22,23.1,48.6,0.00,1004.0
2012-04-23,18.9,41.8,0.00,1004.6
2012-04-24,23.0,43.9,0.00,1005.5
2012-04-25,21.3,47.5,0.00,1006.3
2012-04-26,23.2,45.4,0.00,1006.6
2012-04-27,20.8,43.6,0.00,1005.1
2012-04-28,22.7,44.3,0.00,1003.3
2012-04-29,24.5,47.9,0.10,1003.2
2012-04-30,25.9,50.8,0.00,1002.7
2012-05-01,25.1,51.1,0.00,1003.2
2012-05-02,23.9,49.0,0.00,1003.7
2012-05-03,25.8,49.0,0.00,1003.3
2012-05-04,23.4,49.0,32.70,1003.5
2012-05-05,15.8,33.8,1.00,1005.3
2012-05-06,11.9,25.6,0.00,1005.4
2012-05-07,16.0,35.3,0.00,1004.1
2012-05-08,20.2,42.5,0.00,1004.2
2012-05-09,20.5,41.0,0.00,1005.8
2012-05-10,16.6,33.8,1.90,1007.3
2012-05-11,21.4,42.5,0.60,1005.2
2012-05-12,24.1,49.3,0.00,1003.0
2012-05-13,22.8,46.1,0.00,1002.6
2012-05-14,26.2,51.5,0.00,1002.7
2012-05-15,24.4,46.4,0.00,1003.3
2012-05-16,21.4,40.3,0.20,1001.5
2012-05-17,22.7,46.4,0.00,1000.9
2012-05-18,21.8,43.9,0.00,1001.2
2012-05-19,22.0,42.1,0.00,1002.8
2012-05-20,22.7,45.0,0.00,1002.3
2012-05-21,22.8,45.4,0.00,1002.4
2012-05-22,22.8,47.5,0.00,1002.1
2012-05-23,24.1,49.0,0.00,1001.1
2012-05-24,21.8,44.3,0.00,999.3
2012-05-25,19.8,41.8,0.00,999.2
2012-05-26,23.4,43.9,0.00,999.9
2012-05-27,21.3,41.0,0.00,999.6
2012-05-28,18.7,41.0,0.40,999.5
2012-05-29,14.9,31.7,0.00,1000.8
2012-05-30,21.5,42.5,0.00,999.0
2012-05-31,23.5,48.6,0.00,997.6
2012-06-01,22.8,46.8,0.00,997.8
2012-06-02,21.1,42.1,0.00,997.1
2012-06-03,21.2,43.6,0.00,996.0
2012-06-04,26.1,52.2,0.00,996.6
2012-06-05,22.8,41.4,0.00,996.7
2012-06-06,22.1,44.6,0.00,996.3
2012-06-07,19.6,42.1,0.00,997.1
2012-06-08,19.1,40.0,1.10,998.6
2012-06-09,20.7,40.0,0.20,998.0
2012-06-10,22.1,47.2,1.20,997.0
2012-06-11,21.3,40.0,0.50,997.3
2012-06-12,21.3,42.5,0.00,998.7
2012-06-13,21.9,43.6,1.20,1000.4
2012-06-14,27.9,51.8,0.00,1001.0
2012-06-15,26.7,51.1,0.00,999.2
2012-06-16,21.7,41.4,1.30,997.2
2012-06-17,15.4,32.8,35.10,998.1
2012-06-18,17.0,28.1,11.30,997.4
2012-06-19,16.9,31.0,44.20,996.3
2012-06-20,18.8,32.8,15.60,994.8
2012-06-21,20.9,42.1,10.10,995.4
2012-06-22,27.2,55.8,39.00,998.3
2012-06-23,23.1,58.3,0.30,999.2
2012-06-24,21.6,37.8,11.60,1000.1
2012-06-25,28.2,51.5,0.00,1001.0
2012-06-26,25.6,48.6,9.40,1000.2
2012-06-27,22.8,45.4,2.00,1000.3
2012-06-28,18.2,30.2,0.70,999.5
2012-06-29,16.1,28.1,0.00,998.8
2012-06-30,19.9,32.8,6.20,996.8
2012-07-01,17.3,43.9,34.10,996.0
2012-07-02,14.3,36.4,11.30,995.5
2012-07-03,28.7,65.9,14.20,994.6
2012-07-04,22.2,42.8,8.40,996.2
2012-07-05,15.7,36.0,10.50,997.8
2012-07-06,15.9,39.6,20.40,998.0
2012-07-07,15.8,34.6,11.60,996.9
2012-07-08,15.6,32.0,6.30,997.0
2012-07-09,15.1,32.8,15.30,999.0
2012-07-10,19.5,38.9,2.10,1002.0
2012-07-11,22.2,44.6,8.30,1003.0
2012-07-12,18.5,38.2,9.20,1002.6
2012-07-13,17.9,34.2,7.50,1001.8
2012-07-14,20.2,44.3,12.80,1000.5
2012-07-15,20.0,41.8,7.00,1001.2
2012-07-16,18.6,35.3,9.50,1002.8
2012-07-17,20.7,39.6,11.50,1002.5
2012-07-18,19.9,40.0,17.80,1000.2
2012-07-19,14.1,25.2,36.10,998.7
2012-07-20,14.6,28.8,26.50,997.7
2012-07-21,18.0,39.2,13.80,998.1
2012-07-22,24.3,48.2,0.10,998.8
2012-07-23,22.3,44.3,0.00,997.7
2012-07-24,16.9,41.4,9.10,997.4
2012-07-25,19.8,40.3,23.80,998.1
2012-07-26,18.2,34.6,24.70,997.2
2012-07-27,16.6,36.7,5.10,996.9
2012-07-28,21.6,38.2,2.90,998.4
2012-07-29,21.4,38.5,21.00,999.0
2012-07-30,23.2,49.7,47.20,998.2
2012-07-31,27.8,59.0,4.70,998.4
2012-08-01,23.1,45.0,1.00,999.1
2012-08-02,16.8,35.6,0.40,998.1
2012-08-03,13.8,24.5,12.80,995.7
2012-08-04,19.2,34.2,14.30,994.9
2012-08-05,20.1,34.2,26.90,996.0
2012-08-06,24.4,49.7,1.50,998.2
2012-08-07,20.8,41.0,0.00,1000.8
2012-08-08,18.9,41.0,4.40,1001.2
2012-08-09,16.0,29.9,27.60,999.2
2012-08-10,13.4,27.7,23.40,998.3
2012-08-11,20.2,35.6,10.40,1000.7
2012-08-12,23.4,40.7,2.10,1002.7
2012-08-13,20.6,37.1,5.00,1002.5
2012-08-14,15.8,40.3,16.40,1002.1
2012-08-15,12.6,29.5,3.60,1002.1
2012-08-16,14.5,32.0,18.30,1000.9
2012-08-17,13.8,24.1,57.60,999.3
2012-08-18,17.2,32.4,18.30,997.3
2012-08-19,19.0,38.5,1.40,999.8
2012-08-20,27.2,54.7,0.40,1002.2
2012-08-21,25.0,49.3,10.90,1003.4
2012-08-22,21.3,43.2,5.80,1004.9
2012-08-23,14.8,33.5,4.80,1004.9
2012-08-24,13.0,24.1,20.40,1003.6
2012-08-25,13.1,28.1,47.70,1002.7
2012-08-26,12.0,31.7,5.20,1001.4
2012-08-27,15.5,34.6,0.30,1001.2
2012-08-28,13.3,30.6,2.00,1002.2
2012-08-29,18.8,40.7,2.00,1003.5
2012-08-30,19.2,40.7,3.30,1003.0
2012-08-31,18.3,40.0,1.00,1002.1
2012-09-01,18.8,33.8,15.00,1001.4
2012-09-02,13.5,27.7,28.00,1000.6
2012-09-03,21.8,37.1,9.20,997.8
2012-09-04,26.5,49.7,5.20,998.9
2012-09-05,25.2,50.4,4.40,1002.0
2012-09-06,14.7,28.4,38.00,1005.3
2012-09-07,8.0,22.3,15.20,1005.1
2012-09-08,15.5,29.5,6.50,1003.4
2012-09-09,12.8,24.1,7.20,1002.0
2012-09-10,11.8,30.6,13.50,1002.5
2012-09-11,18.1,36.4,11.80,1002.9
2012-09-12,16.0,33.1,4.20,1003.5
2012-09-13,17.6,35.3,8.30,1003.7
2012-09-14,15.3,37.8,7.00,1002.5
2012-09-15,13.8,36.4,16.00,1000.9
2012-09-16,12.0,27.7,19.20,1001.8
2012-09-17,13.3,28.8,5.90,1004.5
2012-09-18,10.7,24.5,9.40,1004.9
2012-09-19,12.9,29.2,2.10,1004.6
2012-09-20,16.2,36.4,2.00,1005.3
2012-09-21,14.0,31.0,4.60,1005.5
2012-09-22,14.4,31.0,4.10,1005.7
2012-09-23,11.6,27.0,4.50,1004.8
2012-09-24,8.7,23.0,7.00,1004.6
2012-09-25,7.9,22.7,0.00,1005.4
2012-09-26,8.7,23.8,0.20,1007.7
2012-09-27,9.6,29.9,5.00,1008.4
2012-09-28,11.3,29.5,0.60,1007.8
2012-09-29,18.0,41.0,1.80,1007.6
2012-09-30,20.4,40.7,1.30,1007.7
2012-10-01,17.4,39.6,1.10,1008.3
2012-10-02,20.1,42.5,9.90,1008.4
2012-10-03,24.3,47.2,1.70,1006.6
2012-10-04,25.6,49.3,2.70,1004.5
2012-10-05,11.2,27.7,0.30,1005.5
2012-10-06,10.2,24.8,0.00,1007.8
2012-10-07,17.9,33.5,7.20,1008.0
2012-10-08,18.4,38.5,23.60,1006.5
2012-10-09,22.1,43.9,2.60,1006.3
2012-10-10,9.7,24.1,1.80,1007.3
2012-10-11,13.0,28.1,0.20,1008.3
2012-10-12,12.5,26.6,1.10,1009.3
2012-10-13,12.4,31.0,6.70,1009.9
2012-10-14,8.7,21.6,1.60,1010.6
2012-10-15,11.7,29.2,0.00,1012.1
2012-10-16,11.0,24.1,0.00,1013.0
2012-10-17,12.5,27.0,0.00,1012.5
2012-10-18,12.8,29.2,0.00,1012.2
2012-10-19,11.8,27.7,0.00,1012.5
2012-10-20,13.8,31.3,0.00,1013.1
2012-10-21,13.5,29.5,0.00,1013.1
2012-10-22,10.6,27.4,0.00,1012.9
2012-10-23,12.0,25.2,0.00,1012.0
2012-10-24,7.8,21.6,0.00,1011.0
2012-10-25,7.7,15.8,0.00,1010.4
2012-10-26,13.8,28.4,0.00,1010.7
2012-10-27,12.8,31.3,0.00,1010.9
2012-10-28,16.3,35.6,0.00,1011.3
2012-10-29,16.4,35.6,0.00,1010.9
2012-10-30,16.6,33.8,0.00,1010.5
2012-10-31,15.9,32.0,0.00,1010.9
2012-11-01,14.7,30.6,1.00,1011.1
2012-11-02,8.7,21.2,10.30,1010.5
2012-11-03,10.7,31.7,16.80,1010.4
2012-11-04,13.9,28.1,5.40,1009.6
2012-11-05,15.6,36.0,7.70,1009.4
2012-11-06,13.5,30.6,4.20,1009.9
2012-11-07,7.6,19.4,18.10,1010.2
2012-11-08,7.4,20.2,1.40,1009.3
2012-11-09,12.9,27.4,0.00,1011.1
2012-11-10,9.2,20.2,0.00,1012.8
2012-11-11,8.3,15.1,0.00,1012.5
2012-11-12,8.9,22.0,0.00,1012.9
2012-11-13,9.7,24.1,0.00,1013.2
2012-11-14,13.5,28.8,0.00,1011.7
2012-11-15,21.3,41.8,0.00,1011.8
2012-11-16,22.5,45.4,0.00,1012.3
2012-11-17,24.0,45.7,2.10,1011.0
2012-11-18,18.7,37.4,1.70,1010.4
2012-11-19,18.7,37.1,0.60,1010.3
2012-11-20,19.9,37.8,0.00,1011.9
2012-11-21,15.5,32.8,0.00,1012.4
2012-11-22,11.4,27.7,0.00,1012.1
2012-11-23,8.8,18.0,0.00,1012.1
2012-11-24,8.3,15.8,0.10,1011.8
2012-11-25,8.1,20.5,0.00,1012.8
2012-11-26,9.0,16.6,0.00,1013.3
2012-11-27,8.9,18.7,0.00,1012.3
2012-11-28,8.9,14.4,0.00,1012.2
2012-11-29,8.7,16.2,0.00,1011.0
2012-11-30,9.2,21.2,0.00,1011.3
2012-12-01,16.5,34.9,0.00,1012.4
2012-12-02,16.6,34.2,0.00,1013.8
2012-12-03,14.7,33.5,0.00,1013.9
2012-12-04,11.6,27.7,0.00,1013.2
2012-12-05,9.1,20.2,0.00,1013.2
2012-12-06,9.8,16.9,0.00,1013.1
2012-12-07,11.5,25.6,0.00,1012.2
2012-12-08,11.1,23.4,0.00,1011.9
2012-12-09,9.3,18.7,0.00,1011.3
2012-12-10,11.9,25.2,0.00,1011.6
2012-12-11,15.2,30.6,0.00,1011.6
2012-12-12,12.0,29.9,2.20,1011.7
2012-12-13,10.5,26.6,0.90,1013.1
2012-12-14,10.9,22.3,0.10,1015.8
2012-12-15,9.5,24.8,0.00,1015.9
2012-12-16,12.1,30.2,0.00,1016.1
2012-12-17,13.7,30.2,0.00,1014.9
2012-12-18,11.0,28.8,0.00,1014.4
2012-12-19,9.5,23.4,0.00,1013.1
2012-12-20,9.4,16.9,0.00,1012.4
2012-12-21,8.6,17.6,0.00,1013.4
2012-12-22,10.2,27.0,0.00,1013.9
2012-12-23,18.7,41.0,0.00,1014.8
2012-12-24,13.9,30.2,0.00,1013.9
2012-12-25,9.2,22.3,0.00,1012.9
2012-12-26,13.4,28.4,0.00,1013.1
2012-12-27,14.3,31.0,0.00,1013.0
2012-12-28,10.3,25.9,0.00,1011.9
2012-12-29,9.3,21.6,0.00,1012.3
2012-12-30,9.4,17.6,0.00,1012.3
2012-12-31,8.7,17.3,0.00,1011.7
2013-01-01,9.9,24.1,0.00,1012.5
2013-01-02,14.2,31.7,0.00,1012.6
2013-01-03,11.1,31.0,0.40,1012.6
2013-01-04,13.1,27.4,0.30,1012.8
2013-01-05,12.5,25.2,0.10,1011.9
2013-01-06,12.9,29.2,0.00,1012.5
2013-01-07,9.4,19.8,0.00,1012.9
2013-01-08,14.2,29.5,0.00,1014.2
2013-01-09,12.7,27.0,0.00,1015.0
2013-01-10,9.1,17.6,0.00,1013.8
2013-01-11,7.3,21.2,0.00,1013.7
2013-01-12,8.4,23.4,0.00,1014.4
2013-01-13,9.5,19.8,0.00,1013.3
2013-01-14,13.6,28.8,0.00,1012.9
2013-01-15,13.5,28.8,0.00,1014.7
2013-01-16,12.1,27.0,0.00,1015.7
2013-01-17,9.8,23.8,0.00,1016.1
2013-01-18,10.7,27.4,0.00,1016.1
2013-01-19,9.4,24.5,0.00,1015.5
2013-01-20,11.7,26.3,0.00,1015.1
2013-01-21,14.8,32.4,0.70,1016.9
2013-01-22,16.0,36.7,0.00,1017.3
2013-01-23,14.6,34.9,0.00,1016.9
2013-01-24,18.0,36.0,0.00,1016.5
2013-01-25,16.9,35.6,0.00,1016.6
2013-01-26,13.5,29.5,0.00,1016.6
2013-01-27,12.0,28.1,0.00,1016.5
2013-01-28,11.5,27.7,0.00,1015.7
2013-01-29,12.7,27.4,0.00,1014.7
2013-01-30,11.8,27.4,0.00,1015.6
2013-01-31,12.0,27.4,0.00,1016.3
2013-02-01,10.2,22.3,0.00,1016.2
2013-02-02,10.6,23.0,0.00,1015.1
2013-02-03,10.4,25.2,0.00,1014.4
2013-02-04,13.2,29.9,0.00,1015.8
2013-02-05,13.6,29.9,0.00,1016.4
2013-02-06,11.2,23.4,0.00,1014.9
2013-02-07,14.3,29.5,0.00,1012.3
2013-02-08,15.1,34.2,0.00,1012.5
2013-02-09,17.7,37.1,0.00,1013.7
2013-02-10,17.2,39.2,0.00,1013.9
2013-02-11,13.7,32.8,0.00,1013.5
2013-02-12,12.2,28.1,0.00,1013.4
2013-02-13,12.5,29.9,0.00,1012.5
2013-02-14,15.8,32.4,0.00,1012.4
2013-02-15,12.1,28.8,0.00,1012.2
2013-02-16,15.5,32.0,0.20,1011.2
2013-02-17,14.8,36.7,1.70,1009.9
2013-02-18,14.5,28.1,3.70,1011.5
2013-02-19,15.8,32.8,0.00,1013.1
2013-02-20,12.4,24.5,0.00,1013.4
2013-02-21,12.5,29.9,0.00,1014.0
2013-02-22,12.3,28.8,0.00,1015.1
2013-02-23,11.9,26.3,0.00,1014.2
2013-02-24,12.0,25.6,0.00,1013.8
2013-02-25,14.5,31.0,0.00,1013.9
2013-02-26,15.2,33.1,0.00,1014.0
2013-02-27,14.7,32.0,0.00,1012.9
2013-02-28,12.8,28.8,0.00,1011.1
2013-03-01,15.9,32.4,0.00,1012.0
2013-03-02,15.5,32.0,0.00,1013.2
2013-03-03,14.5,31.7,0.00,1013.3
2013-03-04,16.2,34.9,0.00,1014.0
2013-03-05,16.0,35.6,0.00,1014.5
2013-03-06,16.9,34.9,0.00,1014.2
